Map,Depth,Payoff Vector P1,Player,Sons,Parents,Structure
[145],6,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0]",1,"[309, 310]","[22, 3]",15
"[174, 186, 187, 147]",6,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0]",1,"[296, 302]","[0, 24]",15
"[282, 287, 290, 148]",6,"[0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0]",1,"[297, 299]","[18, 2]",15
"[179, 180, 185, 151]",6,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0]",1,"[292, 303]","[17, 4]",15
[157],6,"[9.0, -5.0]",1,[],"[27, 3]",4
"[170, 299, 374, 159]",6,"[-11.0, -7.0]",1,[],"[32, 1]",14
[172],6,"[9.0, -5.0]",1,[],"[34, 1]",4
[176],6,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0]",1,"[305, 306]","[0, 24]",15
"[202, 347, 383, 177]",6,"[-11.0, -7.0]",1,[],"[44, 4]",14
"[181, 183, 184, 178]",6,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0]",1,"[293, 298]","[22, 3]",15
[182],6,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0]",1,"[291, 308]","[17, 4]",15
"[249, 330, 354, 191]",6,"[-11.0, 7.0, -7.0, -3.0]",1,[],"[0, 38]",6
[194],6,"[9.0, 5.0, 5.0, -1.0]",1,[],"[27, 3]",0
"[266, 212]",6,"[0.0, -7.0]",1,[],"[42, 2]",14
"[243, 278, 373, 219]",6,"[-11.0, -7.0]",1,[],"[37, 3]",14
[228],6,"[11.0, -7.0]",1,[],"[2, 43]",14
[229],6,"[9.0, 5.0, 5.0, -1.0]",1,[],"[41, 4]",0
"[369, 235]",6,"[0.0, 7.0, 0.0, -3.0]",1,[],"[2, 42]",6
[281],6,"[-9.0, 5.0, -5.0, -1.0]",1,[],"[0, 30]",0
[283],6,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0]",1,"[300, 307]","[18, 2]",15
[297],6,"[11.0, -7.0]",1,[],"[29, 4]",14
[321],6,"[11.0, 7.0, 7.0, -3.0]",1,[],"[0, 39]",6
[351],6,"[9.0, -5.0]",1,[],"[41, 4]",4
[367],6,"[9.0, -5.0]",1,[],"[26, 2]",4
[389],6,"[11.0, -7.0]",1,[],"[36, 3]",14
[392],6,"[-11.0, 7.0, -7.0, -3.0, -3.0]",2,[333],[9],20
"[610, 725, 773, 399]",6,"[11.0, -7.0, 7.0, 3.0]",2,[],[9],25
[403],6,"[-13.0, -9.0, -9.0, 5.0]",2,[],[6],27
"[497, 508, 519, 405]",6,"[0.0, -7.0, 0.0, 3.0]",2,[],[7],25
[406],6,"[-11.0, 7.0, -7.0, -3.0, -3.0]",2,[328],[14],20
"[438, 448, 501, 408]",6,"[11.0, -7.0, 7.0, 3.0]",2,[],[14],25
[411],6,"[-13.0, 9.0, -9.0, -5.0, -5.0]",2,[317],[10],29
"[414, 533, 608, 412]",6,"[11.0, 7.0, 7.0, -3.0, 3.0]",2,[313],[14],20
"[641, 689, 746, 417]",6,"[13.0, 9.0, 9.0, -5.0, 5.0]",2,"[316, 330]",[6],29
"[483, 565, 672, 422]",6,"[11.0, -7.0, 7.0, 3.0]",2,[],[8],25
"[431, 513, 717, 423]",6,"[11.0, 7.0, 7.0, -3.0, 3.0]",2,"[312, 332]",[9],20
"[577, 585, 707, 426]",6,"[11.0, -7.0, 7.0, 3.0]",2,[],[5],25
"[478, 527, 639, 439]",6,"[13.0, -9.0, 9.0, 5.0]",2,[],[6],27
"[495, 603, 668, 443]",6,"[13.0, 9.0, 9.0, -5.0, 5.0]",2,"[324, 329]",[11],29
"[480, 601, 607, 453]",6,"[0.0, -9.0, 0.0, 5.0]",2,[],[10],27
"[553, 598, 715, 456]",6,"[11.0, 7.0, 7.0, -3.0, 3.0]",2,[322],[5],20
"[503, 612, 718, 457]",6,"[13.0, -9.0, 9.0, 5.0]",2,[],[11],27
"[605, 678, 740, 459]",6,"[13.0, -9.0, 9.0, 5.0]",2,[],[13],27
"[555, 629, 677, 460]",6,"[11.0, 7.0, 7.0, -3.0, 3.0]",2,"[318, 315]",[8],20
"[504, 507, 562, 462]",6,"[13.0, 9.0, 9.0, -5.0, 5.0]",2,[321],[13],29
"[661, 686, 753, 464]",6,"[13.0, -9.0, 9.0, 5.0]",2,[],[12],27
[485],6,"[-11.0, -7.0, -7.0, 3.0]",2,[],[9],25
[486],6,"[-13.0, -9.0, -9.0, 5.0]",2,[],[11],27
[492],6,"[-13.0, 9.0, -9.0, -5.0, -5.0]",2,[319],[12],29
"[529, 600, 777, 498]",6,"[0.0, 9.0, 0.0, -5.0, 0.0]",2,"[325, 314]",[10],29
"[512, 584, 626, 502]",6,"[0.0, 7.0, 0.0, -3.0, 0.0]",2,[326],[7],20
[516],6,"[-13.0, 9.0, -9.0, -5.0, -5.0]",2,[311],[6],29
"[571, 572, 587, 536]",6,"[13.0, 9.0, 9.0, -5.0, 5.0]",2,[323],[12],29
[552],6,"[-13.0, -9.0, -9.0, 5.0]",2,[],[13],27
[588],6,"[-11.0, -7.0, -7.0, 3.0]",2,[],[8],25
[589],6,"[-11.0, 7.0, -7.0, -3.0, -3.0]",2,[320],[5],20
[609],6,"[-13.0, -9.0, -9.0, 5.0]",2,[],[10],27
[616],6,"[-11.0, -7.0, -7.0, 3.0]",2,[],[7],25
[618],6,"[-11.0, -7.0, -7.0, 3.0]",2,[],[5],25
[637],6,"[-11.0, 7.0, -7.0, -3.0, -3.0]",2,[334],[7],20
[656],6,"[-11.0, 7.0, -7.0, -3.0, -3.0]",2,[335],[8],20
[692],6,"[-13.0, 9.0, -9.0, -5.0, -5.0]",2,[327],[13],29
[702],6,"[-13.0, 9.0, -9.0, -5.0, -5.0]",2,[331],[11],29
[703],6,"[-13.0, -9.0, -9.0, 5.0]",2,[],[12],27
[766],6,"[-11.0, -7.0, -7.0, 3.0]",2,[],[14],25
[9],7,"[13.0, 9.0, 9.0, -5.0]",1,[],"[56, 21, 3]",5
[11],7,"[13.0, 9.0, 9.0, -5.0]",1,[],"[51, 23, 2]",5
"[121, 248, 255, 12]",7,"[-13.0, 9.0, -9.0, -5.0]",1,[],"[19, 67, 4]",5
"[22, 63, 16]",7,"[-11.0, 7.0, -7.0, -3.0]",1,[],"[1, 20, 58]",8
[17],7,"[13.0, 9.0, 9.0, -5.0]",1,[],"[19, 68, 4]",5
"[141, 236, 387, 33]",7,"[-11.0, -7.0]",1,[],"[17, 63, 4]",10
"[135, 313, 38]",7,"[-11.0, -7.0]",1,[],"[1, 20, 58]",10
"[188, 341, 386, 40]",7,"[-13.0, 9.0, -9.0, -5.0]",1,[],"[16, 0, 64]",5
"[165, 277, 318, 41]",7,"[0.0, -9.0]",1,[],"[50, 23, 2]",11
"[51, 273, 294, 45]",7,"[0.0, 7.0, 0.0, -3.0]",1,[],"[52, 18, 2]",8
"[85, 195, 360, 46]",7,"[-11.0, 7.0, -7.0, -3.0]",1,[],"[0, 61, 24]",8
"[139, 244, 320, 54]",7,"[-13.0, 9.0, -9.0, -5.0]",1,[],"[60, 21, 3]",5
"[215, 253, 267, 57]",7,"[-11.0, 7.0, -7.0, -3.0]",1,[],"[17, 63, 4]",8
[58],7,"[11.0, -7.0]",1,[],"[0, 62, 24]",10
[59],7,"[11.0, 7.0, 7.0, -3.0]",1,[],"[55, 18, 2]",8
"[83, 218, 329, 70]",7,"[-13.0, 9.0, -9.0, -5.0]",1,[],"[15, 54, 1]",5
"[291, 319, 353, 71]",7,"[-11.0, -7.0]",1,[],"[0, 61, 24]",10
"[111, 217, 300, 82]",7,"[0.0, -7.0]",1,[],"[52, 18, 2]",10
"[227, 239, 368, 89]",7,"[-13.0, -9.0]",1,[],"[60, 21, 3]",11
[98],7,"[11.0, -7.0]",1,[],"[1, 20, 66]",10
"[247, 280, 285, 102]",7,"[-13.0, -9.0]",1,[],"[19, 67, 4]",11
"[164, 265, 279, 104]",7,"[-13.0, -9.0]",1,[],"[15, 54, 1]",11
"[130, 171, 274, 106]",7,"[-13.0, -9.0]",1,[],"[16, 0, 64]",11
"[196, 208, 365, 134]",7,"[-11.0, -7.0]",1,[],"[57, 22, 3]",10
[137],7,"[11.0, 7.0, 7.0, -3.0]",1,[],"[0, 62, 24]",8
[144],7,"[11.0, -7.0]",1,[],"[59, 22, 3]",10
[166],7,"[13.0, -9.0]",1,[],"[56, 21, 3]",11
[200],7,"[11.0, 7.0, 7.0, -3.0]",1,[],"[17, 69, 4]",8
"[233, 237, 378, 207]",7,"[0.0, 9.0, 0.0, -5.0]",1,[],"[50, 23, 2]",5
[223],7,"[13.0, -9.0]",1,[],"[19, 68, 4]",11
"[241, 254, 325, 224]",7,"[-11.0, 7.0, -7.0, -3.0]",1,[],"[57, 22, 3]",8
[246],7,"[13.0, -9.0]",1,[],"[16, 0, 65]",11
[251],7,"[-11.0, 7.0, -7.0, -3.0]",1,[],"[1, 58, 20]",8
[304],7,"[13.0, 9.0, 9.0, -5.0]",1,[],"[15, 53, 1]",5
[312],7,"[11.0, -7.0]",1,[],"[55, 18, 2]",10
[350],7,"[11.0, -7.0]",1,[],"[17, 69, 4]",10
[352],7,"[13.0, -9.0]",1,[],"[15, 53, 1]",11
[358],7,"[13.0, 9.0, 9.0, -5.0]",1,[],"[16, 0, 65]",5
[379],7,"[11.0, 7.0, 7.0, -3.0]",1,[],"[59, 22, 3]",8
[380],7,"[-11.0, -7.0]",1,[],"[1, 58, 20]",10
[381],7,"[13.0, -9.0]",1,[],"[51, 23, 2]",11
[385],7,"[11.0, 7.0, 7.0, -3.0]",1,[],"[1, 20, 66]",8
[391],7,"[-13.0, 9.0, -9.0, -5.0, -5.0]",2,[339],"[45, 9]",19
"[573, 732, 394]",7,"[11.0, 7.0]",2,[],"[6, 73]",22
"[451, 640, 769, 402]",7,"[13.0, -9.0, 9.0, 5.0]",2,[],"[5, 49]",26
[404],7,"[-13.0, -9.0, -9.0, 5.0]",2,[],"[5, 49]",26
"[592, 594, 643, 410]",7,"[13.0, -9.0, 9.0, 5.0]",2,[],"[46, 14]",26
"[449, 654, 731, 416]",7,"[0.0, 9.0, 0.0, -5.0, 0.0]",2,"[343, 342]","[7, 48]",19
"[447, 471, 705, 424]",7,"[0.0, -9.0, 0.0, 5.0]",2,[],"[7, 48]",26
"[458, 511, 747, 428]",7,"[13.0, 9.0, 9.0, -5.0, 5.0]",2,"[345, 341]","[5, 49]",19
[432],7,"[-11.0, 7.0]",2,[],"[97, 12]",22
[437],7,"[-9.0, 5.0]",2,[],"[7, 86]",35
"[546, 580, 757, 450]",7,"[9.0, 5.0]",2,[],"[8, 87]",35
[463],7,"[9.0, 5.0]",2,[],"[71, 5]",35
[465],7,"[-13.0, -9.0, -9.0, 5.0]",2,[],"[8, 47]",26
"[683, 466]",7,"[11.0, 7.0]",2,[],"[98, 11]",22
"[665, 728, 484]",7,"[11.0, 7.0]",2,[],"[81, 12]",22
[489],7,"[-9.0, 5.0]",2,[],"[9, 100]",35
"[651, 667, 752, 496]",7,"[13.0, 9.0, 9.0, -5.0, 5.0]",2,"[338, 347]","[45, 9]",19
[505],7,"[-11.0, 7.0]",2,[],"[75, 6]",22
"[596, 704, 517]",7,"[0.0, 7.0]",2,[],"[10, 80]",22
"[537, 551, 564, 526]",7,"[13.0, 9.0, 9.0, -5.0, 5.0]",2,"[346, 336]","[8, 47]",19
"[574, 623, 682, 534]",7,"[11.0, 7.0]",2,[],"[82, 13]",22
"[558, 647, 539]",7,"[9.0, 5.0]",2,[],"[5, 71]",35
"[544, 748, 754, 542]",7,"[13.0, -9.0, 9.0, 5.0]",2,[],"[8, 47]",26
"[575, 660, 708, 548]",7,"[9.0, 5.0]",2,[],"[99, 14]",35
"[659, 563]",7,"[11.0, 7.0]",2,[],"[11, 98]",22
[569],7,"[-11.0, 7.0]",2,[],"[10, 101]",22
"[625, 741, 743, 570]",7,"[13.0, 9.0, 9.0, -5.0, 5.0]",2,"[349, 348]","[46, 14]",19
"[631, 633, 720, 579]",7,"[9.0, 5.0]",2,[],"[72, 9]",35
[586],7,"[11.0, 7.0]",2,[],"[12, 81]",22
[620],7,"[11.0, 7.0]",2,[],"[73, 6]",22
[621],7,"[-13.0, -9.0, -9.0, 5.0]",2,[],"[45, 9]",26
[628],7,"[-13.0, 9.0, -9.0, -5.0, -5.0]",2,[344],"[7, 48]",19
"[760, 761, 778, 635]",7,"[13.0, -9.0, 9.0, 5.0]",2,[],"[45, 9]",26
[638],7,"[-13.0, -9.0, -9.0, 5.0]",2,[],"[46, 14]",26
[642],7,"[-13.0, -9.0, -9.0, 5.0]",2,[],"[7, 48]",26
"[685, 735, 763, 644]",7,"[0.0, 5.0]",2,[],"[7, 94]",35
[646],7,"[0.0, 7.0]",2,[],"[80, 10]",22
[648],7,"[-13.0, 9.0, -9.0, -5.0, -5.0]",2,[340],"[46, 14]",19
[666],7,"[-9.0, 5.0]",2,[],"[106, 14]",35
[671],7,"[-13.0, 9.0, -9.0, -5.0, -5.0]",2,[337],"[5, 49]",19
[676],7,"[-9.0, 5.0]",2,[],"[8, 109]",35
[684],7,"[-13.0, 9.0, -9.0, -5.0, -5.0]",2,[350],"[8, 47]",19
[687],7,"[-11.0, 7.0]",2,[],"[70, 13]",22
[712],7,"[-9.0, 5.0]",2,[],"[5, 83]",35
[745],7,"[-11.0, 7.0]",2,[],"[96, 11]",22
[4],8,"[13.0, -9.0]",1,[],"[17, 149, 4]",2
"[42, 245, 252, 5]",8,"[-13.0, 9.0, -9.0, -5.0]",1,[],"[17, 142, 4]",3
"[153, 198, 326, 47]",8,"[-13.0, 9.0, -9.0, -5.0]",1,[],"[148, 22, 3]",3
"[140, 201, 344, 48]",8,"[-13.0, 9.0, -9.0, -5.0]",1,[],"[130, 1, 20]",3
[49],8,"[13.0, -9.0]",1,[],"[131, 1, 20]",2
"[221, 231, 340, 56]",8,"[-13.0, 9.0, -9.0, -5.0]",1,[],"[0, 140, 24]",3
"[261, 272, 310, 60]",8,"[0.0, 9.0, 0.0, -5.0]",1,[],"[18, 141, 2]",3
"[211, 250, 377, 78]",8,"[-13.0, -9.0]",1,[],"[148, 22, 3]",2
"[203, 303, 331, 110]",8,"[0.0, -9.0]",1,[],"[18, 141, 2]",2
[116],8,"[13.0, 9.0, 9.0, -5.0]",1,[],"[18, 158, 2]",3
[133],8,"[13.0, 9.0, 9.0, -5.0]",1,[],"[131, 1, 20]",3
"[232, 238, 388, 143]",8,"[-13.0, -9.0]",1,[],"[0, 140, 24]",2
"[222, 295, 302, 192]",8,"[-13.0, -9.0]",1,[],"[17, 142, 4]",2
"[216, 305, 345, 193]",8,"[-13.0, -9.0]",1,[],"[130, 1, 20]",2
[226],8,"[13.0, -9.0]",1,[],"[0, 146, 24]",2
[240],8,"[13.0, 9.0, 9.0, -5.0]",1,[],"[0, 146, 24]",3
[264],8,"[13.0, -9.0]",1,[],"[18, 158, 2]",2
[286],8,"[13.0, 9.0, 9.0, -5.0]",1,[],"[17, 149, 4]",3
[322],8,"[13.0, 9.0, 9.0, -5.0]",1,[],"[139, 22, 3]",3
[323],8,"[13.0, -9.0]",1,[],"[139, 22, 3]",2
[395],8,"[-13.0, 9.0]",2,[],"[6, 190]",23
"[477, 560, 418]",8,"[11.0, 7.0]",2,[],"[174, 9]",31
"[429, 611, 779, 420]",8,"[11.0, 7.0]",2,[],"[171, 14]",31
[421],8,"[0.0, 9.0]",2,[],"[10, 188]",23
[433],8,"[11.0, 7.0]",2,[],"[182, 8]",31
"[473, 475, 435]",8,"[13.0, 9.0]",2,[],"[6, 172]",23
[442],8,"[-13.0, 9.0]",2,[],"[170, 10]",23
"[619, 653, 444]",8,"[11.0, 7.0]",2,[],"[8, 182]",31
[455],8,"[-13.0, 9.0]",2,[],"[187, 12]",23
[467],8,"[-11.0, 7.0]",2,[],"[5, 194]",31
"[493, 710, 724, 470]",8,"[13.0, 9.0]",2,[],"[183, 13]",23
"[566, 627, 664, 476]",8,"[11.0, 7.0]",2,[],"[5, 179]",31
"[510, 532, 541, 482]",8,"[13.0, 9.0]",2,[],"[191, 12]",23
"[583, 688, 488]",8,"[13.0, 9.0]",2,[],"[177, 11]",23
"[723, 726, 520]",8,"[0.0, 9.0]",2,[],"[188, 10]",23
"[680, 693, 737, 538]",8,"[0.0, 7.0]",2,[],"[7, 189]",31
[545],8,"[-13.0, 9.0]",2,[],"[200, 13]",23
[581],8,"[-11.0, 7.0]",2,[],"[168, 14]",31
[591],8,"[13.0, 9.0]",2,[],"[11, 177]",23
[669],8,"[13.0, 9.0]",2,[],"[172, 6]",23
[698],8,"[-13.0, 9.0]",2,[],"[11, 201]",23
[711],8,"[11.0, 7.0]",2,[],"[9, 174]",31
[721],8,"[-11.0, 7.0]",2,[],"[164, 9]",31
[727],8,"[-11.0, 7.0]",2,[],"[7, 198]",31
[756],8,"[-11.0, 7.0]",2,[],"[8, 199]",31
"[446, 390]",9,"[13.0, 9.0]",2,[],"[8, 47, 265]",18
[396],9,"[-13.0, 9.0]",2,[],"[5, 285, 49]",18
"[556, 750, 400]",9,"[13.0, 9.0]",2,[],"[45, 9, 262]",18
[419],9,"[-13.0, 9.0]",2,[],"[246, 45, 9]",18
[461],9,"[-13.0, 9.0]",2,[],"[46, 283, 14]",18
[472],9,"[13.0, 9.0]",2,[],"[5, 49, 253]",18
"[759, 479]",9,"[0.0, 9.0]",2,[],"[7, 48, 251]",18
"[673, 509]",9,"[0.0, 9.0]",2,[],"[7, 251, 48]",18
[518],9,"[-13.0, 9.0]",2,[],"[7, 48, 277]",18
"[713, 734, 543]",9,"[13.0, 9.0]",2,[],"[5, 253, 49]",18
"[775, 549]",9,"[13.0, 9.0]",2,[],"[8, 265, 47]",18
[595],9,"[13.0, 9.0]",2,[],"[45, 262, 9]",18
[690],9,"[13.0, 9.0]",2,[],"[46, 14, 272]",18
"[719, 774, 695]",9,"[13.0, 9.0]",2,[],"[46, 272, 14]",18
[770],9,"[-13.0, 9.0]",2,[],"[8, 47, 287]",18
