History,Payoff
/C:JK/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4/P1:c,"[-13.0, 13.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4/P1:f,"[-9.0, 9.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:c,"[-9.0, 9.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:f,"[5.0, -5.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:c,"[-13.0, 13.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:f,"[9.0, -9.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:c,"[-9.0, 9.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:c,"[-5.0, 5.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4/P1:c,"[-13.0, 13.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4/P1:f,"[-9.0, 9.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:c,"[-9.0, 9.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:f,"[5.0, -5.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:raise4/P2:c,"[-13.0, 13.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:raise4/P2:f,"[9.0, -9.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:c,"[-9.0, 9.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:JK/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:c,"[-5.0, 5.0]"
/C:JK/P1:raise2/P2:raise2/P1:f,"[-3.0, 3.0]"
/C:JK/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4/P1:c,"[11.0, -11.0]"
/C:JK/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4/P1:f,"[-7.0, 7.0]"
/C:JK/P1:raise2/P2:c/C:J/P1:raise4/P2:c,"[7.0, -7.0]"
/C:JK/P1:raise2/P2:c/C:J/P1:raise4/P2:f,"[3.0, -3.0]"
/C:JK/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:raise4/P2:c,"[11.0, -11.0]"
/C:JK/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:raise4/P2:f,"[7.0, -7.0]"
/C:JK/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:c,"[7.0, -7.0]"
/C:JK/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:f,"[-3.0, 3.0]"
/C:JK/P1:raise2/P2:c/C:J/P1:c/P2:c,"[3.0, -3.0]"
/C:JK/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4/P1:c,"[-11.0, 11.0]"
/C:JK/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4/P1:f,"[-7.0, 7.0]"
/C:JK/P1:raise2/P2:c/C:Q/P1:raise4/P2:c,"[-7.0, 7.0]"
/C:JK/P1:raise2/P2:c/C:Q/P1:raise4/P2:f,"[3.0, -3.0]"
/C:JK/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:c,"[-11.0, 11.0]"
/C:JK/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:f,"[7.0, -7.0]"
/C:JK/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:c,"[-7.0, 7.0]"
/C:JK/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:f,"[-3.0, 3.0]"
/C:JK/P1:raise2/P2:c/C:Q/P1:c/P2:c,"[-3.0, 3.0]"
/C:JK/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4/P1:c,"[-11.0, 11.0]"
/C:JK/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4/P1:f,"[-7.0, 7.0]"
/C:JK/P1:raise2/P2:c/C:K/P1:raise4/P2:c,"[-7.0, 7.0]"
/C:JK/P1:raise2/P2:c/C:K/P1:raise4/P2:f,"[3.0, -3.0]"
/C:JK/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:raise4/P2:c,"[-11.0, 11.0]"
/C:JK/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:raise4/P2:f,"[7.0, -7.0]"
/C:JK/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:c,"[-7.0, 7.0]"
/C:JK/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:f,"[-3.0, 3.0]"
/C:JK/P1:raise2/P2:c/C:K/P1:c/P2:c,"[-3.0, 3.0]"
/C:JK/P1:raise2/P2:f,"[1.0, -1.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4/P1:c,"[13.0, -13.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4/P1:f,"[-9.0, 9.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:c,"[9.0, -9.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:f,"[5.0, -5.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:raise4/P2:c,"[13.0, -13.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:raise4/P2:f,"[9.0, -9.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:c,"[9.0, -9.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:c,"[5.0, -5.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4/P1:c,"[-13.0, 13.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4/P1:f,"[-9.0, 9.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:c,"[-9.0, 9.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:f,"[5.0, -5.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:c,"[-13.0, 13.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:f,"[9.0, -9.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:c,"[-9.0, 9.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:c,"[-5.0, 5.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4/P1:c,"[-13.0, 13.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4/P1:f,"[-9.0, 9.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:c,"[-9.0, 9.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:f,"[5.0, -5.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:raise4/P2:c,"[-13.0, 13.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:raise4/P2:f,"[9.0, -9.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:c,"[-9.0, 9.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:c,"[-5.0, 5.0]"
/C:JK/P1:c/P2:raise2/P1:raise2/P2:f,"[3.0, -3.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4/P1:c,"[11.0, -11.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4/P1:f,"[-7.0, 7.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:c,"[7.0, -7.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:f,"[3.0, -3.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:raise4/P2:c,"[11.0, -11.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:raise4/P2:f,"[7.0, -7.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:c,"[7.0, -7.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:f,"[-3.0, 3.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:c,"[3.0, -3.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4/P1:c,"[-11.0, 11.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4/P1:f,"[-7.0, 7.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:c,"[-7.0, 7.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:f,"[3.0, -3.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:c,"[-11.0, 11.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:f,"[7.0, -7.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:c,"[-7.0, 7.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:f,"[-3.0, 3.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:c,"[-3.0, 3.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4/P1:c,"[-11.0, 11.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4/P1:f,"[-7.0, 7.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:c,"[-7.0, 7.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:f,"[3.0, -3.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:raise4/P2:c,"[-11.0, 11.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:raise4/P2:f,"[7.0, -7.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:c,"[-7.0, 7.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:f,"[-3.0, 3.0]"
/C:JK/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:c,"[-3.0, 3.0]"
/C:JK/P1:c/P2:raise2/P1:f,"[-1.0, 1.0]"
/C:JK/P1:c/P2:c/C:J/P1:raise4/P2:raise4/P1:c,"[9.0, -9.0]"
/C:JK/P1:c/P2:c/C:J/P1:raise4/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:JK/P1:c/P2:c/C:J/P1:raise4/P2:c,"[5.0, -5.0]"
/C:JK/P1:c/P2:c/C:J/P1:raise4/P2:f,"[1.0, -1.0]"
/C:JK/P1:c/P2:c/C:J/P1:c/P2:raise4/P1:raise4/P2:c,"[9.0, -9.0]"
/C:JK/P1:c/P2:c/C:J/P1:c/P2:raise4/P1:raise4/P2:f,"[5.0, -5.0]"
/C:JK/P1:c/P2:c/C:J/P1:c/P2:raise4/P1:c,"[5.0, -5.0]"
/C:JK/P1:c/P2:c/C:J/P1:c/P2:raise4/P1:f,"[-1.0, 1.0]"
/C:JK/P1:c/P2:c/C:J/P1:c/P2:c,"[1.0, -1.0]"
/C:JK/P1:c/P2:c/C:Q/P1:raise4/P2:raise4/P1:c,"[-9.0, 9.0]"
/C:JK/P1:c/P2:c/C:Q/P1:raise4/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:JK/P1:c/P2:c/C:Q/P1:raise4/P2:c,"[-5.0, 5.0]"
/C:JK/P1:c/P2:c/C:Q/P1:raise4/P2:f,"[1.0, -1.0]"
/C:JK/P1:c/P2:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:c,"[-9.0, 9.0]"
/C:JK/P1:c/P2:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:f,"[5.0, -5.0]"
/C:JK/P1:c/P2:c/C:Q/P1:c/P2:raise4/P1:c,"[-5.0, 5.0]"
/C:JK/P1:c/P2:c/C:Q/P1:c/P2:raise4/P1:f,"[-1.0, 1.0]"
/C:JK/P1:c/P2:c/C:Q/P1:c/P2:c,"[-1.0, 1.0]"
/C:JK/P1:c/P2:c/C:K/P1:raise4/P2:raise4/P1:c,"[-9.0, 9.0]"
/C:JK/P1:c/P2:c/C:K/P1:raise4/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:JK/P1:c/P2:c/C:K/P1:raise4/P2:c,"[-5.0, 5.0]"
/C:JK/P1:c/P2:c/C:K/P1:raise4/P2:f,"[1.0, -1.0]"
/C:JK/P1:c/P2:c/C:K/P1:c/P2:raise4/P1:raise4/P2:c,"[-9.0, 9.0]"
/C:JK/P1:c/P2:c/C:K/P1:c/P2:raise4/P1:raise4/P2:f,"[5.0, -5.0]"
/C:JK/P1:c/P2:c/C:K/P1:c/P2:raise4/P1:c,"[-5.0, 5.0]"
/C:JK/P1:c/P2:c/C:K/P1:c/P2:raise4/P1:f,"[-1.0, 1.0]"
/C:JK/P1:c/P2:c/C:K/P1:c/P2:c,"[-1.0, 1.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4/P1:c,"[-13.0, 13.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4/P1:f,"[-9.0, 9.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:c,"[-9.0, 9.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:f,"[5.0, -5.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:raise4/P2:c,"[-13.0, 13.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:raise4/P2:f,"[9.0, -9.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:c,"[-9.0, 9.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:J/P1:c/P2:c,"[-5.0, 5.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4/P1:c,"[13.0, -13.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4/P1:f,"[-9.0, 9.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:c,"[9.0, -9.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:f,"[5.0, -5.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:c,"[13.0, -13.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:f,"[9.0, -9.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:c,"[9.0, -9.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:c,"[5.0, -5.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4/P1:c,"[13.0, -13.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4/P1:f,"[-9.0, 9.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:c,"[9.0, -9.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:f,"[5.0, -5.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:raise4/P2:c,"[13.0, -13.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:raise4/P2:f,"[9.0, -9.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:c,"[9.0, -9.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:QJ/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:c,"[5.0, -5.0]"
/C:QJ/P1:raise2/P2:raise2/P1:f,"[-3.0, 3.0]"
/C:QJ/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4/P1:c,"[-11.0, 11.0]"
/C:QJ/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4/P1:f,"[-7.0, 7.0]"
/C:QJ/P1:raise2/P2:c/C:J/P1:raise4/P2:c,"[-7.0, 7.0]"
/C:QJ/P1:raise2/P2:c/C:J/P1:raise4/P2:f,"[3.0, -3.0]"
/C:QJ/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:raise4/P2:c,"[-11.0, 11.0]"
/C:QJ/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:raise4/P2:f,"[7.0, -7.0]"
/C:QJ/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:c,"[-7.0, 7.0]"
/C:QJ/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:f,"[-3.0, 3.0]"
/C:QJ/P1:raise2/P2:c/C:J/P1:c/P2:c,"[-3.0, 3.0]"
/C:QJ/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4/P1:c,"[11.0, -11.0]"
/C:QJ/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4/P1:f,"[-7.0, 7.0]"
/C:QJ/P1:raise2/P2:c/C:Q/P1:raise4/P2:c,"[7.0, -7.0]"
/C:QJ/P1:raise2/P2:c/C:Q/P1:raise4/P2:f,"[3.0, -3.0]"
/C:QJ/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:c,"[11.0, -11.0]"
/C:QJ/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:f,"[7.0, -7.0]"
/C:QJ/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:c,"[7.0, -7.0]"
/C:QJ/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:f,"[-3.0, 3.0]"
/C:QJ/P1:raise2/P2:c/C:Q/P1:c/P2:c,"[3.0, -3.0]"
/C:QJ/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4/P1:c,"[11.0, -11.0]"
/C:QJ/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4/P1:f,"[-7.0, 7.0]"
/C:QJ/P1:raise2/P2:c/C:K/P1:raise4/P2:c,"[7.0, -7.0]"
/C:QJ/P1:raise2/P2:c/C:K/P1:raise4/P2:f,"[3.0, -3.0]"
/C:QJ/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:raise4/P2:c,"[11.0, -11.0]"
/C:QJ/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:raise4/P2:f,"[7.0, -7.0]"
/C:QJ/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:c,"[7.0, -7.0]"
/C:QJ/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:f,"[-3.0, 3.0]"
/C:QJ/P1:raise2/P2:c/C:K/P1:c/P2:c,"[3.0, -3.0]"
/C:QJ/P1:raise2/P2:f,"[1.0, -1.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4/P1:c,"[-13.0, 13.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4/P1:f,"[-9.0, 9.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:c,"[-9.0, 9.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:f,"[5.0, -5.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:raise4/P2:c,"[-13.0, 13.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:raise4/P2:f,"[9.0, -9.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:c,"[-9.0, 9.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:c,"[-5.0, 5.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4/P1:c,"[13.0, -13.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4/P1:f,"[-9.0, 9.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:c,"[9.0, -9.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:f,"[5.0, -5.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:c,"[13.0, -13.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:f,"[9.0, -9.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:c,"[9.0, -9.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:c,"[5.0, -5.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4/P1:c,"[13.0, -13.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4/P1:f,"[-9.0, 9.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:c,"[9.0, -9.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:f,"[5.0, -5.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:raise4/P2:c,"[13.0, -13.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:raise4/P2:f,"[9.0, -9.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:c,"[9.0, -9.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:f,"[-5.0, 5.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:c,"[5.0, -5.0]"
/C:QJ/P1:c/P2:raise2/P1:raise2/P2:f,"[3.0, -3.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4/P1:c,"[-11.0, 11.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4/P1:f,"[-7.0, 7.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:c,"[-7.0, 7.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:f,"[3.0, -3.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:raise4/P2:c,"[-11.0, 11.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:raise4/P2:f,"[7.0, -7.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:c,"[-7.0, 7.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:f,"[-3.0, 3.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:c,"[-3.0, 3.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4/P1:c,"[11.0, -11.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4/P1:f,"[-7.0, 7.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:c,"[7.0, -7.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:f,"[3.0, -3.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:c,"[11.0, -11.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:raise4/P2:f,"[7.0, -7.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:c,"[7.0, -7.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:f,"[-3.0, 3.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:c,"[3.0, -3.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4/P1:c,"[11.0, -11.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4/P1:f,"[-7.0, 7.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:c,"[7.0, -7.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:f,"[3.0, -3.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:raise4/P2:c,"[11.0, -11.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:raise4/P2:f,"[7.0, -7.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:c,"[7.0, -7.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4/P1:f,"[-3.0, 3.0]"
/C:QJ/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:c,"[3.0, -3.0]"
/C:QJ/P1:c/P2:raise2/P1:f,"[-1.0, 1.0]"
