History,Members,Depth,Payoff Vector P1,Payoff Vector P2,Player,Sons,Parents
/K?/P1:raise2/P2:c/C:9,"['/C:K9/P1:raise2/P2:c/C:9', '/C:KT/P1:raise2/P2:c/C:9', '/C:KJ/P1:raise2/P2:c/C:9', '/C:KQ/P1:raise2/P2:c/C:9', '/C:KK/P1:raise2/P2:c/C:9']",4,"[-11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0]","[11.0, 7.0, 7.0, -3.0, 11.0, -7.0, 7.0, 3.0, 3.0, -11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, 0.0, 7.0, 0.0, -3.0, 0.0, -7.0, 0.0, 3.0, 0.0]",1,"[69, 235]",[332]
/Q?/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4,"['/C:Q9/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4', '/C:QT/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4', '/C:QJ/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4', '/C:QK/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4']",7,"[11.0, -7.0, 11.0, -7.0, 11.0, -7.0, 11.0, -7.0]","[-11.0, 7.0, -11.0, 7.0, -11.0, 7.0, -11.0, 7.0]",1,[],"[138, 363, 384]"
/Q?/P1:c/P2:c/C:Q/P1:raise4/P2:raise4,"['/C:Q9/P1:c/P2:c/C:Q/P1:raise4/P2:raise4', '/C:QT/P1:c/P2:c/C:Q/P1:raise4/P2:raise4', '/C:QJ/P1:c/P2:c/C:Q/P1:raise4/P2:raise4', '/C:QK/P1:c/P2:c/C:Q/P1:raise4/P2:raise4']",6,"[9.0, -5.0, 9.0, -5.0, 9.0, -5.0, 9.0, -5.0]","[-9.0, 5.0, -9.0, 5.0, -9.0, 5.0, -9.0, 5.0]",1,[],"[314, 384]"
/J?/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4,"['/C:J9/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4', '/C:JT/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4', '/C:JQ/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4', '/C:JK/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4']",7,"[13.0, -9.0, 13.0, -9.0, 13.0, -9.0, 13.0, -9.0]","[-13.0, 9.0, -13.0, 9.0, -13.0, 9.0, -13.0, 9.0]",1,[],"[64, 108, 128]"
/T?/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4,"['/C:T9/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4', '/C:TT/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4', '/C:TJ/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4', '/C:TQ/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4', '/C:TK/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4']",7,"[11.0, -7.0, 0.0, -7.0, -11.0, -7.0, -11.0, -7.0, -11.0, -7.0]","[-11.0, 7.0, 0.0, 7.0, 11.0, 7.0, 11.0, 7.0, 11.0, 7.0]",1,[],"[66, 205, 324]"
/T?/P1:raise2/P2:c/C:9/P1:c/P2:raise4,"['/C:T9/P1:raise2/P2:c/C:9/P1:c/P2:raise4', '/C:TT/P1:raise2/P2:c/C:9/P1:c/P2:raise4', '/C:TJ/P1:raise2/P2:c/C:9/P1:c/P2:raise4', '/C:TQ/P1:raise2/P2:c/C:9/P1:c/P2:raise4', '/C:TK/P1:raise2/P2:c/C:9/P1:c/P2:raise4']",6,"[-11.0, 7.0, -7.0, -3.0, 0.0, 7.0, 0.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0]","[11.0, -7.0, 7.0, 3.0, 0.0, -7.0, 0.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, -7.0, 7.0, 3.0]",1,[],"[66, 276]"
/Q?/P1:c/P2:raise2/P1:c/C:9,"['/C:Q9/P1:c/P2:raise2/P1:c/C:9', '/C:QT/P1:c/P2:raise2/P1:c/C:9', '/C:QJ/P1:c/P2:raise2/P1:c/C:9', '/C:QQ/P1:c/P2:raise2/P1:c/C:9', '/C:QK/P1:c/P2:raise2/P1:c/C:9']",5,"[-11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]","[11.0, 7.0, 7.0, -3.0, 11.0, -7.0, 7.0, 3.0, 3.0, -11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, 0.0, 7.0, 0.0, -3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 11.0, 7.0, 7.0, -3.0, 11.0, -7.0, 7.0, 3.0, 3.0]",1,"[57, 387]","[138, 384]"
/Q?/P1:raise2/P2:raise2/P1:c/C:K,"['/C:Q9/P1:raise2/P2:raise2/P1:c/C:K', '/C:QT/P1:raise2/P2:raise2/P1:c/C:K', '/C:QJ/P1:raise2/P2:raise2/P1:c/C:K', '/C:QQ/P1:raise2/P2:raise2/P1:c/C:K', '/C:QK/P1:raise2/P2:raise2/P1:c/C:K']",5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0]","[-13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0, 0.0, 9.0, 0.0, -5.0, 0.0, -9.0, 0.0, 5.0, 0.0, 13.0, 9.0, 9.0, -5.0, 13.0, -9.0, 9.0, 5.0, 5.0]",1,"[12, 247]","[155, 384]"
/Q?/P1:raise2/P2:raise2/P1:c/C:J,"['/C:Q9/P1:raise2/P2:raise2/P1:c/C:J', '/C:QT/P1:raise2/P2:raise2/P1:c/C:J', '/C:QJ/P1:raise2/P2:raise2/P1:c/C:J', '/C:QQ/P1:raise2/P2:raise2/P1:c/C:J', '/C:QK/P1:raise2/P2:raise2/P1:c/C:J']",5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0]","[-13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0, 13.0, 9.0, 9.0, -5.0, 13.0, -9.0, 9.0, 5.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, -9.0, 0.0, 5.0, 0.0, 13.0, 9.0, 9.0, -5.0, 13.0, -9.0, 9.0, 5.0, 5.0]",1,"[248, 285]","[155, 384]"
/T?/P1:raise2/P2:raise2/P1:c/C:T/P1:c/P2:raise4,"['/C:T9/P1:raise2/P2:raise2/P1:c/C:T/P1:c/P2:raise4', '/C:TJ/P1:raise2/P2:raise2/P1:c/C:T/P1:c/P2:raise4', '/C:TQ/P1:raise2/P2:raise2/P1:c/C:T/P1:c/P2:raise4', '/C:TK/P1:raise2/P2:raise2/P1:c/C:T/P1:c/P2:raise4']",7,"[13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0]","[-13.0, -9.0, -9.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, -9.0, -9.0, 5.0]",1,[],"[65, 66, 268]"
/Q?/P1:raise2/P2:raise2/P1:c/C:Q,"['/C:Q9/P1:raise2/P2:raise2/P1:c/C:Q', '/C:QT/P1:raise2/P2:raise2/P1:c/C:Q', '/C:QJ/P1:raise2/P2:raise2/P1:c/C:Q', '/C:QK/P1:raise2/P2:raise2/P1:c/C:Q']",5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0]","[-13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0]",1,"[17, 223]","[155, 384]"
/T?/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4,"['/C:T9/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4', '/C:TT/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4', '/C:TJ/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4', '/C:TQ/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4', '/C:TK/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4']",7,"[11.0, 7.0, 7.0, -3.0, 0.0, 7.0, 0.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, 7.0, -7.0, -3.0]","[-11.0, -7.0, -7.0, 3.0, 0.0, -7.0, 0.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, -7.0, 7.0, 3.0]",1,[],"[66, 210, 324]"
/Q?/P1:raise2/P2:raise2/P1:c/C:T,"['/C:Q9/P1:raise2/P2:raise2/P1:c/C:T', '/C:QT/P1:raise2/P2:raise2/P1:c/C:T', '/C:QJ/P1:raise2/P2:raise2/P1:c/C:T', '/C:QQ/P1:raise2/P2:raise2/P1:c/C:T', '/C:QK/P1:raise2/P2:raise2/P1:c/C:T']",5,"[13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0]","[-13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0, 13.0, 9.0, 9.0, -5.0, 13.0, -9.0, 9.0, 5.0, 5.0, -13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0, 0.0, 9.0, 0.0, -5.0, 0.0, -9.0, 0.0, 5.0, 0.0, 13.0, 9.0, 9.0, -5.0, 13.0, -9.0, 9.0, 5.0, 5.0]",1,"[255, 280]","[155, 384]"
/Q?/P1:c/P2:raise2/P1:c/C:T,"['/C:Q9/P1:c/P2:raise2/P1:c/C:T', '/C:QT/P1:c/P2:raise2/P1:c/C:T', '/C:QJ/P1:c/P2:raise2/P1:c/C:T', '/C:QQ/P1:c/P2:raise2/P1:c/C:T', '/C:QK/P1:c/P2:raise2/P1:c/C:T']",5,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]","[-11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, 11.0, 7.0, 7.0, -3.0, 11.0, -7.0, 7.0, 3.0, 3.0, -11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, 0.0, 7.0, 0.0, -3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 11.0, 7.0, 7.0, -3.0, 11.0, -7.0, 7.0, 3.0, 3.0]",1,"[236, 253]","[138, 384]"
/Q?/P1:c/P2:raise2/P1:c/C:Q,"['/C:Q9/P1:c/P2:raise2/P1:c/C:Q', '/C:QT/P1:c/P2:raise2/P1:c/C:Q', '/C:QJ/P1:c/P2:raise2/P1:c/C:Q', '/C:QK/P1:c/P2:raise2/P1:c/C:Q']",5,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0]","[-11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0]",1,"[200, 350]","[138, 384]"
/Q?/P1:c/P2:raise2/P1:c/C:K,"['/C:Q9/P1:c/P2:raise2/P1:c/C:K', '/C:QT/P1:c/P2:raise2/P1:c/C:K', '/C:QJ/P1:c/P2:raise2/P1:c/C:K', '/C:QQ/P1:c/P2:raise2/P1:c/C:K', '/C:QK/P1:c/P2:raise2/P1:c/C:K']",5,"[11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 11.0, -7.0, 7.0, 3.0, 11.0, 7.0, 7.0, -3.0, 3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 7.0, 0.0, -3.0, 0.0, -11.0, -7.0, -7.0, 3.0, -11.0, 7.0, -7.0, -3.0, -3.0]","[-11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, -11.0, 7.0, -7.0, -3.0, -11.0, -7.0, -7.0, 3.0, -3.0, 0.0, 7.0, 0.0, -3.0, 0.0, -7.0, 0.0, 3.0, 0.0, 11.0, 7.0, 7.0, -3.0, 11.0, -7.0, 7.0, 3.0, 3.0]",1,"[141, 267]","[138, 384]"
/9?/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4,"['/C:99/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4', '/C:9T/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4', '/C:9J/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4', '/C:9Q/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4', '/C:9K/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4']",7,"[0.0, -7.0, -11.0, -7.0, -11.0, -7.0, -11.0, -7.0, -11.0, -7.0]","[0.0, 7.0, 11.0, 7.0, 11.0, 7.0, 11.0, 7.0, 11.0, 7.0]",1,[],"[162, 307, 348]"
/Q?/P1:raise2/P2:raise2/P1:c/C:9,"['/C:Q9/P1:raise2/P2:raise2/P1:c/C:9', '/C:QT/P1:raise2/P2:raise2/P1:c/C:9', '/C:QJ/P1:raise2/P2:raise2/P1:c/C:9', '/C:QQ/P1:raise2/P2:raise2/P1:c/C:9', '/C:QK/P1:raise2/P2:raise2/P1:c/C:9']",5,"[-13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 13.0, -9.0, 9.0, 5.0, 13.0, 9.0, 9.0, -5.0, 5.0, 0.0, -9.0, 0.0, 5.0, 0.0, 9.0, 0.0, -5.0, 0.0, -13.0, -9.0, -9.0, 5.0, -13.0, 9.0, -9.0, -5.0, -5.0]","[13.0, 9.0, 9.0, -5.0, 13.0, -9.0, 9.0, 5.0, 5.0, -13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0, -13.0, 9.0, -9.0, -5.0, -13.0, -9.0, -9.0, 5.0, -5.0, 0.0, 9.0, 0.0, -5.0, 0.0, -9.0, 0.0, 5.0, 0.0, 13.0, 9.0, 9.0, -5.0, 13.0, -9.0, 9.0, 5.0, 5.0]",1,"[102, 121]","[155, 384]"
/K?/P1:c/P2:c/C:K/P1:raise4/P2:raise4,"['/C:K9/P1:c/P2:c/C:K/P1:raise4/P2:raise4', '/C:KT/P1:c/P2:c/C:K/P1:raise4/P2:raise4', '/C:KJ/P1:c/P2:c/C:K/P1:raise4/P2:raise4', '/C:KQ/P1:c/P2:c/C:K/P1:raise4/P2:raise4']",6,"[9.0, -5.0, 9.0, -5.0, 9.0, -5.0, 9.0, -5.0]","[-9.0, 5.0, -9.0, 5.0, -9.0, 5.0, -9.0, 5.0]",1,[],"[6, 332]"
/9?/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4,"['/C:99/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4', '/C:9T/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4', '/C:9J/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4', '/C:9Q/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4', '/C:9K/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4']",7,"[0.0, -9.0, -13.0, -9.0, -13.0, -9.0, -13.0, -9.0, -13.0, -9.0]","[0.0, 9.0, 13.0, 9.0, 13.0, 9.0, 13.0, 9.0, 13.0, 9.0]",1,[],"[242, 301, 348]"
/K?/P1:raise2/P2:c/C:J/P1:c/P2:raise4,"['/C:K9/P1:raise2/P2:c/C:J/P1:c/P2:raise4', '/C:KT/P1:raise2/P2:c/C:J/P1:c/P2:raise4', '/C:KJ/P1:raise2/P2:c/C:J/P1:c/P2:raise4', '/C:KQ/P1:raise2/P2:c/C:J/P1:c/P2:raise4', '/C:KK/P1:raise2/P2:c/C:J/P1:c/P2:raise4']",6,"[11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, -11.0, 7.0, -7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 0.0, 7.0, 0.0, -3.0]","[-11.0, -7.0, -7.0, 3.0, -11.0, -7.0, -7.0, 3.0, 11.0, -7.0, 7.0, 3.0, -11.0, -7.0, -7.0, 3.0, 0.0, -7.0, 0.0, 3.0]",1,[],"[332, 334]"
/K?/P1:raise2/P2:c/C:T/P1:c/P2:raise4,"['/C:K9/P1:raise2/P2:c/C:T/P1:c/P2:raise4', '/C:KT/P1:raise2/P2:c/C:T/P1:c/P2:raise4', '/C:KJ/P1:raise2/P2:c/C:T/P1:c/P2:raise4', '/C:KQ/P1:raise2/P2:c/C:T/P1:c/P2:raise4', '/C:KK/P1:raise2/P2:c/C:T/P1:c/P2:raise4']",6,"[11.0, 7.0, 7.0, -3.0, -11.0, 7.0, -7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 11.0, 7.0, 7.0, -3.0, 0.0, 7.0, 0.0, -3.0]","[-11.0, -7.0, -7.0, 3.0, 11.0, -7.0, 7.0, 3.0, -11.0, -7.0, -7.0, 3.0, -11.0, -7.0, -7.0, 3.0, 0.0, -7.0, 0.0, 3.0]",1,[],"[327, 332]"
/Q?/P1:c/P2:c/C:9/P1:raise4/P2:raise4,"['/C:Q9/P1:c/P2:c/C:9/P1:raise4/P2:raise4', '/C:QT/P1:c/P2:c/C:9/P1:raise4/P2:raise4', '/C:QJ/P1:c/P2:c/C:9/P1:raise4/P2:raise4', '/C:QQ/P1:c/P2:c/C:9/P1:raise4/P2:raise4', '/C:QK/P1:c/P2:c/C:9/P1:raise4/P2:raise4']",6,"[-9.0, -5.0, 9.0, -5.0, 9.0, -5.0, 0.0, -5.0, -9.0, -5.0]","[9.0, 5.0, -9.0, 5.0, -9.0, 5.0, 0.0, 5.0, 9.0, 5.0]",1,[],"[306, 384]"
/Q?/P1:c/P2:c/C:T/P1:raise4/P2:raise4,"['/C:Q9/P1:c/P2:c/C:T/P1:raise4/P2:raise4', '/C:QT/P1:c/P2:c/C:T/P1:raise4/P2:raise4', '/C:QJ/P1:c/P2:c/C:T/P1:raise4/P2:raise4', '/C:QQ/P1:c/P2:c/C:T/P1:raise4/P2:raise4', '/C:QK/P1:c/P2:c/C:T/P1:raise4/P2:raise4']",6,"[9.0, -5.0, -9.0, -5.0, 9.0, -5.0, 0.0, -5.0, -9.0, -5.0]","[-9.0, 5.0, 9.0, 5.0, -9.0, 5.0, 0.0, 5.0, 9.0, 5.0]",1,[],"[315, 384]"
/9?/P1:raise2/P2:c/C:T/P1:raise4/P2:raise4,"['/C:99/P1:raise2/P2:c/C:T/P1:raise4/P2:raise4', '/C:9T/P1:raise2/P2:c/C:T/P1:raise4/P2:raise4', '/C:9J/P1:raise2/P2:c/C:T/P1:raise4/P2:raise4', '/C:9Q/P1:raise2/P2:c/C:T/P1:raise4/P2:raise4', '/C:9K/P1:raise2/P2:c/C:T/P1:raise4/P2:raise4']",6,"[0.0, -7.0, -11.0, -7.0, -11.0, -7.0, -11.0, -7.0, -11.0, -7.0]","[0.0, 7.0, 11.0, 7.0, 11.0, 7.0, 11.0, 7.0, 11.0, 7.0]",1,[],"[125, 348]"
/J?/P1:raise2/P2:c/C:9/P1:raise4/P2:raise4,"['/C:J9/P1:raise2/P2:c/C:9/P1:raise4/P2:raise4', '/C:JT/P1:raise2/P2:c/C:9/P1:raise4/P2:raise4', '/C:JJ/P1:raise2/P2:c/C:9/P1:raise4/P2:raise4', '/C:JQ/P1:raise2/P2:c/C:9/P1:raise4/P2:raise4', '/C:JK/P1:raise2/P2:c/C:9/P1:raise4/P2:raise4']",6,"[-11.0, -7.0, 11.0, -7.0, 0.0, -7.0, -11.0, -7.0, -11.0, -7.0]","[11.0, 7.0, -11.0, 7.0, 0.0, 7.0, 11.0, 7.0, 11.0, 7.0]",1,[],"[84, 128]"
/Q?/P1:c/P2:c/C:9/P1:c/P2:raise4,"['/C:Q9/P1:c/P2:c/C:9/P1:c/P2:raise4', '/C:QT/P1:c/P2:c/C:9/P1:c/P2:raise4', '/C:QJ/P1:c/P2:c/C:9/P1:c/P2:raise4', '/C:QQ/P1:c/P2:c/C:9/P1:c/P2:raise4', '/C:QK/P1:c/P2:c/C:9/P1:c/P2:raise4']",6,"[-9.0, 5.0, -5.0, -1.0, 9.0, 5.0, 5.0, -1.0, 9.0, 5.0, 5.0, -1.0, 0.0, 5.0, 0.0, -1.0, -9.0, 5.0, -5.0, -1.0]","[9.0, -5.0, 5.0, 1.0, -9.0, -5.0, -5.0, 1.0, -9.0, -5.0, -5.0, 1.0, 0.0, -5.0, 0.0, 1.0, 9.0, -5.0, 5.0, 1.0]",1,[],"[306, 384]"
/J?/P1:c/P2:c/C:9/P1:c/P2:raise4,"['/C:J9/P1:c/P2:c/C:9/P1:c/P2:raise4', '/C:JT/P1:c/P2:c/C:9/P1:c/P2:raise4', '/C:JJ/P1:c/P2:c/C:9/P1:c/P2:raise4', '/C:JQ/P1:c/P2:c/C:9/P1:c/P2:raise4', '/C:JK/P1:c/P2:c/C:9/P1:c/P2:raise4']",6,"[-9.0, 5.0, -5.0, -1.0, 9.0, 5.0, 5.0, -1.0, 0.0, 5.0, 0.0, -1.0, -9.0, 5.0, -5.0, -1.0, -9.0, 5.0, -5.0, -1.0]","[9.0, -5.0, 5.0, 1.0, -9.0, -5.0, -5.0, 1.0, 0.0, -5.0, 0.0, 1.0, 9.0, -5.0, 5.0, 1.0, 9.0, -5.0, 5.0, 1.0]",1,[],"[88, 128]"
/9?/P1:c/P2:raise2/P1:raise2/P2:c/C:T/P1:raise4/P2:raise4,"['/C:99/P1:c/P2:raise2/P1:raise2/P2:c/C:T/P1:raise4/P2:raise4', '/C:9T/P1:c/P2:raise2/P1:raise2/P2:c/C:T/P1:raise4/P2:raise4', '/C:9J/P1:c/P2:raise2/P1:raise2/P2:c/C:T/P1:raise4/P2:raise4', '/C:9Q/P1:c/P2:raise2/P1:raise2/P2:c/C:T/P1:raise4/P2:raise4', '/C:9K/P1:c/P2:raise2/P1:raise2/P2:c/C:T/P1:raise4/P2:raise4']",8,"[0.0, -9.0, -13.0, -9.0, -13.0, -9.0, -13.0, -9.0, -13.0, -9.0]","[0.0, 9.0, 13.0, 9.0, 13.0, 9.0, 13.0, 9.0, 13.0, 9.0]",1,[],"[181, 307, 348]"
/K?/P1:raise2/P2:raise2/P1:c/C:T/P1:c/P2:raise4,"['/C:K9/P1:raise2/P2:raise2/P1:c/C:T/P1:c/P2:raise4', '/C:KT/P1:raise2/P2:raise2/P1:c/C:T/P1:c/P2:raise4', '/C:KJ/P1:raise2/P2:raise2/P1:c/C:T/P1:c/P2:raise4', '/C:KQ/P1:raise2/P2:raise2/P1:c/C:T/P1:c/P2:raise4', '/C:KK/P1:raise2/P2:raise2/P1:c/C:T/P1:c/P2:raise4']",7,"[13.0, 9.0, 9.0, -5.0, -13.0, 9.0, -9.0, -5.0, 13.0, 9.0, 9.0, -5.0, 13.0, 9.0, 9.0, -5.0, 0.0, 9.0, 0.0, -5.0]","[-13.0, -9.0, -9.0, 5.0, 13.0, -9.0, 9.0, 5.0, -13.0, -9.0, -9.0, 5.0, -13.0, -9.0, -9.0, 5.0, 0.0, -9.0, 0.0, 5.0]",1,[],"[25, 308, 332]"
